Dartmouth,College,Women,Division I,New England,Greater New England DI,2018-03-07,16,1831,4,1,2018-03-14,12,1937,4,1,2018-03-21,12,1998,4,1,2018-03-28,1,2448,11,1,2018-04-03,1,2414,11,1,2018-06-03,1,2493,31,1
Vanderbilt,College,Women,Division I,Southeast,Gulf Coast DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,101,995,6,2,2018-06-03,81,1112,14,7
Iowa,College,Women,Division I,North Central,Western North Central DI,2018-03-07,71,1048,4,8,2018-03-14,77,1050,4,8,2018-03-21,69,1164,4,8,2018-03-28,82,1136,4,8,2018-04-03,79,1105,2,6,2018-06-03,82,1105,10,13
Georgetown,College,Women,Division I,Atlantic Coast,Colonial DI,2018-03-07,87,879,3,10,2018-03-14,91,907,3,10,2018-03-21,78,1110,8,12,2018-03-28,90,1087,8,14,2018-04-03,89,1061,8,14,2018-06-03,83,1099,16,18
Purdue,College,Women,Division I,Great Lakes,Eastern Great Lakes DI,2018-03-07,90,829,4,2,2018-03-14,101,824,4,2,2018-03-21,85,1022,4,2,2018-03-28,83,1125,7,6,2018-04-03,73,1136,6,6,2018-06-03,84,1081,14,10
Brown,College,Women,Division I,New England,Greater New England DI,2018-03-07,67,1109,4,3,2018-03-14,73,1094,4,3,2018-03-21,64,1233,4,3,2018-03-28,72,1254,9,3,2018-04-03,64,1223,8,3,2018-06-03,85,1074,12,7
Brandeis,College,Women,Division III,New England,Metro Boston DIII,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,65,1226,5,1,2018-03-28,85,1115,7,6,2018-04-03,80,1098,7,5,2018-06-03,86,1074,12,9
Carleton University,College,Women,Division I,,,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,65,1313,4,3,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,87,1072,4,3
Chico State,College,Women,Division I,Southwest,NorCal DI,2018-03-07,78,989,4,9,2018-03-14,85,974,4,9,2018-03-21,79,1108,4,9,2018-03-28,98,1040,7,13,2018-04-03,102,971,6,13,2018-06-03,88,1068,13,21
Bowdoin,College,Women,Division III,New England,North New England DIII,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,75,1131,5,5,2018-06-03,89,1064,8,9
Texas State,College,Women,Division I,South Central,Texas DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,97,1044,4,2,2018-04-03,77,1113,6,2,2018-06-03,90,1063,11,9
Arizona State,College,Women,Division I,Southwest,Desert DI,2018-03-07,107,719,8,4,2018-03-14,115,705,8,4,2018-03-21,102,852,8,4,2018-03-28,91,1076,14,6,2018-04-03,97,1023,10,5,2018-06-03,91,1058,15,11
LSU,College,Women,Division I,Southeast,Gulf Coast DI,2018-03-07,94,795,5,1,2018-03-14,94,882,8,5,2018-03-21,93,914,8,5,2018-03-28,110,960,8,5,2018-04-03,92,1052,8,4,2018-06-03,92,1052,13,12
Northern Arizona,College,Women,Division I,Southwest,Desert DI,2018-03-07,150,202,3,2,2018-03-14,165,189,3,2,2018-03-21,150,335,3,2,2018-03-28,89,1089,8,4,2018-04-03,88,1063,6,3,2018-06-03,93,1046,9,9
Middlebury,College,Women,Division III,New England,North New England DIII,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,98,1019,7,3,2018-06-03,94,1038,9,9
Illinois,College,Women,Division I,Great Lakes,Illinois DI,2018-03-07,56,1220,2,3,2018-03-14,64,1202,2,3,2018-03-21,55,1322,2,3,2018-03-28,76,1214,2,3,2018-04-03,107,931,6,7,2018-06-03,95,1029,13,14
Tennessee-Chattanooga,College,Women,Division I,Southeast,Southern Appalachian DI,2018-03-07,153,186,4,3,2018-03-14,162,234,4,3,2018-03-21,156,304,7,3,2018-03-28,178,457,7,3,2018-04-03,103,960,7,3,2018-06-03,96,1019,10,6
Towson,College,Women,Division I,Atlantic Coast,Colonial DI,2018-03-07,13,1916,6,0,2018-03-14,13,1916,6,0,2018-03-21,103,849,6,0,2018-03-28,55,1361,10,3,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,97,1019,17,9
John Brown,College,Women,Division III,South Central,South Central DIII,2018-03-07,76,1005,5,2,2018-03-14,83,981,9,2,2018-03-21,72,1159,9,2,2018-03-28,80,1146,9,2,2018-04-03,81,1095,7,2,2018-06-03,98,1018,13,4
Ball State,College,Women,Division I,Great Lakes,Eastern Great Lakes DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,84,1025,7,0,2018-03-28,107,993,12,2,2018-04-03,91,1053,12,2,2018-06-03,99,1016,17,4
California-Santa Cruz,College,Women,Division I,Southwest,NorCal DI,2018-03-07,74,1042,10,8,2018-03-14,80,1027,10,8,2018-03-21,68,1173,10,8,2018-03-28,79,1146,10,8,2018-04-03,85,1082,7,8,2018-06-03,100,1013,14,17
Wisconsin-Eau Claire,College,Women,Division I,North Central,Lake Superior DI,2018-03-07,121,575,3,3,2018-03-14,130,595,3,3,2018-03-21,88,1001,8,5,2018-03-28,105,998,8,5,2018-04-03,94,1042,7,4,2018-06-03,101,1010,13,10
MIT,College,Women,Division I,New England,Metro Boston DI,2018-03-07,81,964,3,3,2018-03-14,82,1003,3,3,2018-03-21,83,1064,3,3,2018-03-28,114,914,3,9,2018-04-03,117,839,2,9,2018-06-03,102,1008,5,18
Appalachian State,College,Women,Division I,Atlantic Coast,Carolina DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,118,702,3,7,2018-03-28,154,663,3,7,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,103,1005,4,6
Mississippi,College,Women,Division I,Southeast,Gulf Coast DI,2018-03-07,98,785,5,1,2018-03-14,100,830,5,1,2018-03-21,98,880,5,1,2018-03-28,103,1004,7,3,2018-04-03,53,1350,7,1,2018-06-03,104,1000,10,9
Alabama,College,Women,Division I,Southeast,Gulf Coast DI,2018-03-07,132,459,9,4,2018-03-14,138,517,9,4,2018-03-21,133,568,9,4,2018-03-28,133,765,10,6,2018-04-03,76,1130,10,5,2018-06-03,105,997,14,9
Boise State,College,Women,Division I,Northwest,Big Sky DI,2018-03-07,63,1165,8,3,2018-03-14,71,1151,8,3,2018-03-21,58,1302,8,3,2018-03-28,62,1331,8,3,2018-04-03,59,1297,7,3,2018-06-03,106,994,11,10
Rochester,College,Women,Division I,Metro East,Western NY DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,143,714,1,5,2018-04-03,100,995,5,6,2018-06-03,107,979,9,9
Pacific Lutheran,College,Women,Division III,Northwest,Northwest DIII,2018-03-07,72,1047,5,6,2018-03-14,79,1033,5,6,2018-03-21,67,1190,5,6,2018-03-28,71,1257,9,8,2018-04-03,66,1215,7,8,2018-06-03,108,954,11,14
Princeton,College,Women,Division I,Metro East,Eastern Metro East DI,2018-03-07,85,913,2,3,2018-03-14,88,939,2,3,2018-03-21,86,1013,2,3,2018-03-28,108,982,2,3,2018-04-03,90,1054,7,3,2018-06-03,109,954,15,9
Nebraska,College,Women,Division I,North Central,Western North Central DI,2018-03-07,84,932,5,2,2018-03-14,90,916,5,2,2018-03-21,77,1116,5,2,2018-03-28,86,1113,5,2,2018-04-03,106,941,10,4,2018-06-03,110,946,12,10
Winona State,College,Women,Division III,North Central,North Central DIII,2018-03-07,152,188,3,4,2018-03-14,161,240,3,4,2018-03-21,159,292,3,4,2018-03-28,177,459,3,4,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,111,927,7,6
Texas-Dallas,College,Women,Division I,South Central,Texas DI,2018-03-07,140,318,4,3,2018-03-14,152,323,4,3,2018-03-21,135,559,4,3,2018-03-28,141,721,9,4,2018-04-03,121,805,7,3,2018-06-03,112,924,12,9
SUNY-Albany,College,Women,Division I,Metro East,Eastern Metro East DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,78,1110,6,3,2018-06-03,113,918,13,9
Mississippi State,College,Women,Division I,Southeast,Gulf Coast DI,2018-03-07,126,540,6,6,2018-03-14,134,570,6,6,2018-03-21,127,626,6,6,2018-03-28,147,697,6,9,2018-04-03,105,950,6,6,2018-06-03,114,914,11,15
Portland State,College,Women,Division I,Northwest,Cascadia DI,2018-03-07,88,867,8,6,2018-03-14,97,853,8,6,2018-03-21,87,1007,8,6,2018-03-28,106,995,8,6,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,115,910,6,10
California-Irvine,College,Women,Division I,Southwest,SoCal DI,2018-03-07,123,557,1,4,2018-03-14,136,543,1,4,2018-03-21,121,684,1,4,2018-03-28,104,999,6,6,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,116,907,3,4
Dayton,College,Women,Division I,Ohio Valley,Ohio DI,2018-03-07,54,1237,4,2,2018-03-14,51,1377,4,2,2018-03-21,51,1377,4,2,2018-03-28,116,906,7,6,2018-04-03,114,880,6,6,2018-06-03,117,903,11,9
California-San Diego B,College,Women,Developmental,Southwest,Southwest Dev,2018-03-07,117,628,2,5,2018-03-14,129,614,2,5,2018-03-21,113,758,2,5,2018-03-28,113,928,4,8,2018-04-03,113,883,4,7,2018-06-03,118,896,12,12
Carnegie Mellon,College,Women,Division I,Ohio Valley,Pennsylvania DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,101,1023,5,2,2018-04-03,109,904,8,4,2018-06-03,119,868,12,10
SUNY-Geneseo,College,Women,Division III,Metro East,Western NY DIII,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,131,730,4,6,2018-06-03,120,848,13,10
SUNY-Binghamton,College,Women,Division I,Metro East,Western NY DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,95,1057,5,4,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,121,846,8,7
George Washington,College,Women,Division I,Atlantic Coast,Colonial DI,2018-03-07,28,1603,5,1,2018-03-14,28,1603,5,1,2018-03-21,138,536,5,1,2018-03-28,81,1143,10,2,2018-04-03,69,1201,10,1,2018-06-03,122,845,15,10
Santa Clara,College,Women,Division I,Southwest,NorCal DI,2018-03-07,95,789,8,4,2018-03-14,107,776,8,4,2018-03-21,90,940,8,4,2018-03-28,124,814,11,8,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,123,845,14,16
Arkansas,College,Women,Division I,South Central,Ozarks DI,2018-03-07,93,809,3,4,2018-03-14,125,634,4,7,2018-03-21,107,810,4,7,2018-03-28,129,797,4,7,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,124,833,11,15
North Park,College,Women,Division III,Great Lakes,Great Lakes DIII,2018-03-07,86,904,4,3,2018-03-14,92,894,4,3,2018-03-21,82,1074,4,3,2018-03-28,136,748,8,6,2018-04-03,130,741,8,6,2018-06-03,125,827,15,10
New Hampshire,College,Women,Division I,New England,Greater New England DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,126,823,7,13
Carleton College-Eclipse,College,Women,Division III,North Central,North Central DIII,2018-03-07,112,680,7,5,2018-03-14,121,674,7,5,2018-03-21,94,909,11,9,2018-03-28,115,908,11,9,2018-04-03,111,899,8,7,2018-06-03,127,817,12,10
NYU,College,Women,Division I,Metro East,Eastern Metro East DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,128,813,9,11
West Virginia,College,Women,Division I,Ohio Valley,Pennsylvania DI,2018-03-07,37,1490,4,2,2018-03-14,40,1490,4,2,2018-03-21,145,423,4,2,2018-03-28,99,1039,9,3,2018-04-03,84,1084,9,2,2018-06-03,129,812,12,6
Truman State,College,Women,Division III,South Central,South Central DIII,2018-03-07,131,488,5,2,2018-03-14,140,497,5,2,2018-03-21,114,749,5,2,2018-03-28,118,862,5,2,2018-04-03,134,704,6,8,2018-06-03,130,803,11,11
Rutgers,College,Women,Division I,Metro East,Eastern Metro East DI,2018-03-07,40,1479,3,3,2018-03-14,41,1479,3,3,2018-03-21,147,412,3,3,2018-03-28,102,1019,3,3,2018-04-03,112,896,5,5,2018-06-03,131,793,10,13
Colorado B,College,Women,Developmental,South Central,Rocky Mountain DI,2018-03-07,69,1090,2,3,2018-03-14,75,1065,2,3,2018-03-21,76,1122,2,3,2018-03-28,146,698,5,5,2018-04-03,124,784,4,5,2018-06-03,132,785,4,14
William & Mary,College,Women,Division I,Atlantic Coast,Virginia DI,2018-03-07,104,729,6,7,2018-03-14,104,791,6,7,2018-03-21,105,820,8,9,2018-03-28,128,798,8,9,2018-04-03,120,807,8,8,2018-06-03,133,783,13,16
Lewis & Clark,College,Women,Division III,Northwest,Northwest DIII,2018-03-07,97,788,10,7,2018-03-14,108,774,10,7,2018-03-21,91,928,10,7,2018-03-28,111,960,10,7,2018-04-03,108,926,5,3,2018-06-03,134,777,9,7
Liberty,College,Women,Division I,Atlantic Coast,Virginia DI,2018-03-07,115,650,4,9,2018-03-14,113,717,7,11,2018-03-21,111,768,7,11,2018-03-28,139,736,7,11,2018-04-03,132,718,7,10,2018-06-03,135,775,12,16
Oregon State,College,Women,Division I,Northwest,Cascadia DI,2018-03-07,55,1235,10,2,2018-03-14,61,1221,10,2,2018-03-21,52,1376,10,2,2018-03-28,92,1071,10,7,2018-04-03,86,1074,7,5,2018-06-03,136,775,8,11
Ohio,College,Women,Division I,Ohio Valley,Ohio DI,2018-03-07,47,1352,4,1,2018-03-14,38,1493,4,1,2018-03-21,41,1493,4,1,2018-03-28,112,938,4,1,2018-04-03,125,781,5,3,2018-06-03,137,771,8,7
Catholic,College,Women,Division III,Atlantic Coast,Atlantic Coast DIII,2018-03-07,122,562,6,5,2018-03-14,126,629,6,5,2018-03-21,122,677,6,5,2018-03-28,161,577,6,5,2018-04-03,147,577,5,4,2018-06-03,138,763,11,10
Tennessee,College,Women,Division I,Southeast,Southern Appalachian DI,2018-03-07,106,721,2,4,2018-03-14,114,712,2,4,2018-03-21,109,791,2,4,2018-03-28,125,810,2,4,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,139,762,5,11
Baylor,College,Women,Division I,South Central,Texas DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,148,685,4,2,2018-04-03,139,641,4,4,2018-06-03,140,757,7,7
Rice,College,Women,Division III,South Central,South Central DIII,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,207,242,2,4,2018-04-03,149,563,5,4,2018-06-03,141,755,12,8
American,College,Women,Division I,Atlantic Coast,Colonial DI,2018-03-07,57,1203,3,3,2018-03-14,63,1203,3,3,2018-03-21,171,137,3,3,2018-03-28,120,855,6,3,2018-04-03,95,1031,10,3,2018-06-03,142,747,15,10
Claremont,College,Women,Division III,Southwest,SoCal DI,2018-03-07,82,953,2,4,2018-03-14,89,939,2,4,2018-03-21,80,1089,2,4,2018-03-28,96,1056,5,7,2018-04-03,83,1084,4,6,2018-06-03,143,739,6,15
Alabama-Birmingham,College,Women,Division I,Southeast,Gulf Coast DI,2018-03-07,162,46,3,5,2018-03-14,169,97,3,5,2018-03-21,172,135,5,6,2018-03-28,196,297,5,6,2018-04-03,122,801,5,6,2018-06-03,144,737,7,11
Cal State-Long Beach,College,Women,Division I,Southwest,SoCal DI,2018-03-07,113,651,4,2,2018-03-14,124,638,4,2,2018-03-21,108,794,4,2,2018-03-28,121,839,6,6,2018-04-03,115,874,6,4,2018-06-03,145,734,8,9
Wisconsin-La Crosse,College,Women,Division I,North Central,Lake Superior DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,146,731,4,9
Colby,College,Women,Division III,New England,North New England DIII,2018-03-07,62,1176,4,1,2018-03-14,67,1176,4,1,2018-03-21,129,590,4,1,2018-03-28,127,803,4,1,2018-04-03,126,770,6,4,2018-06-03,147,730,6,6
Air Force,College,Women,Division III,South Central,South Central DIII,2018-03-07,77,990,2,3,2018-03-14,86,963,2,3,2018-03-21,96,895,7,5,2018-03-28,126,804,7,5,2018-04-03,116,847,7,5,2018-06-03,148,724,9,9
Northern Iowa,College,Women,Division I,North Central,Western North Central DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,149,714,2,6
Grinnell College,College,Women,Division III,North Central,North Central DIII,2018-03-07,135,412,5,2,2018-03-14,146,416,5,2,2018-03-21,123,673,10,4,2018-03-28,150,680,10,4,2018-04-03,128,753,9,3,2018-06-03,150,713,10,3
UCLA B,College,Women,Developmental,Southwest,Southwest Dev,2018-03-07,136,391,2,4,2018-03-14,148,378,2,4,2018-03-21,139,530,2,4,2018-03-28,151,672,2,4,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,151,707,6,6
Richmond,College,Women,Division III,Atlantic Coast,Atlantic Coast DIII,2018-03-07,127,530,3,3,2018-03-14,132,576,3,3,2018-03-21,137,546,3,3,2018-03-28,157,619,6,4,2018-04-03,138,645,6,4,2018-06-03,152,705,11,5
Yale,College,Women,Division I,Metro East,Eastern Metro East DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,110,904,4,7,2018-06-03,153,704,7,12
Michigan State,College,Women,Division I,Great Lakes,Eastern Great Lakes DI,2018-03-07,119,606,6,6,2018-03-14,123,656,6,6,2018-03-21,112,764,6,6,2018-03-28,131,771,10,9,2018-04-03,123,785,10,8,2018-06-03,154,698,13,18
Humboldt State,College,Women,Division I,Southwest,NorCal DI,2018-03-07,120,583,2,10,2018-03-14,133,571,2,10,2018-03-21,115,743,2,10,2018-03-28,135,753,2,10,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,155,692,1,5
Hamilton,College,Women,Division III,Metro East,Western NY DIII,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,N/A,N/A,N/A,N/A,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,156,691,9,6
DePaul,College,Women,Division I,Great Lakes,Illinois DI,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,140,733,5,1,2018-04-03,140,640,7,3,2018-06-03,157,690,10,8
North Georgia,College,Women,Division III,Southeast,Southern Appalachian DI,2018-03-07,118,610,4,9,2018-03-14,110,764,4,9,2018-03-21,106,820,4,9,2018-03-28,130,783,4,9,2018-04-03,118,837,4,6,2018-06-03,158,688,4,10
St Benedict,College,Women,Division III,North Central,North Central DIII,2018-03-07,114,650,6,1,2018-03-14,122,657,6,1,2018-03-21,95,897,6,1,2018-03-28,109,976,6,1,2018-04-03,N/A,N/A,N/A,N/A,2018-06-03,159,680,2,3
SUNY-Oneonta,College,Women,Division III,Metro East,Western NY DIII,2018-03-07,N/A,N/A,N/A,N/A,2018-03-14,N/A,N/A,N/A,N/A,2018-03-21,N/A,N/A,N/A,N/A,2018-03-28,123,831,3,3,2018-04-03,141,636,4,7,2018-06-03,160,676,12,13
